Cod.Departamento,Departamento,Cod.Municipio,Municipio,Agente,Bandera,Direccion,Producto,Precio,Estado,Registro,Periodo,Mes,Direccion_2,Full_Address,Coords
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRADERA DE SUBA,TEXACO,CARRERA 104 No.  151C - 84,GASOLINA CORRIENTE OXIGENADA,9070,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 104 No.  151C - 84,"CARRERA 104 No.  151C - 84, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRADERA DE SUBA,TEXACO,CARRERA 104 No.  151C - 84,GASOLINA EXTRA OXIGENADA,11880,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 104 No.  151C - 84,"CARRERA 104 No.  151C - 84, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO PRADERA DE SUBA,TEXACO,CARRERA 104 No.  151C - 84,BIOACEM AL 9%,8390,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 104 No.  151C - 84,"CARRERA 104 No.  151C - 84, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 153,MOBIL,AVENIDA CARRERA 7 No. 153A-31,GASOLINA CORRIENTE OXIGENADA,8879,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 7 No. 153A-31,"AVENIDA CARRERA 7 No. 153A-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 153,MOBIL,AVENIDA CARRERA 7 No. 153A-31,GASOLINA EXTRA OXIGENADA,11720,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 7 No. 153A-31,"AVENIDA CARRERA 7 No. 153A-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 153,MOBIL,AVENIDA CARRERA 7 No. 153A-31,BIOACEM AL 9%,8450,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 7 No. 153A-31,"AVENIDA CARRERA 7 No. 153A-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CALLE 153,MOBIL,AVENIDA CARRERA 7 No. 153A-31,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 7 No. 153A-31,"AVENIDA CARRERA 7 No. 153A-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO ESSO NO43,MOBIL,Carrera 70 No.53-21,GASOLINA EXTRA OXIGENADA,11790,1,05/01/2018 12:00:00 AM,2018,5,Carrera 70 No.53-21,"Carrera 70 No.53-21, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO ESSO NO43,MOBIL,Carrera 70 No.53-21,GASOLINA CORRIENTE OXIGENADA,8980,1,05/01/2018 12:00:00 AM,2018,5,Carrera 70 No.53-21,"Carrera 70 No.53-21, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,SERVICENTRO ESSO NO43,MOBIL,Carrera 70 No.53-21,BIODIESEL EXTRA,8370,1,05/01/2018 12:00:00 AM,2018,5,Carrera 70 No.53-21,"Carrera 70 No.53-21, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EL EDEN,TERPEL,TRANSVERSAL 76 No 131-41,GASOLINA EXTRA OXIGENADA,12270,1,05/03/2018 12:00:00 AM,2018,5,TRANSVERSAL 76 No 131-41,"TRANSVERSAL 76 No 131-41, Bogota d.c., Colombia","(""4° 43' 25.45284'' N"", ""74° 4' 29.66628'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EL EDEN,TERPEL,TRANSVERSAL 76 No 131-41,GASOLINA CORRIENTE OXIGENADA,8790,1,05/03/2018 12:00:00 AM,2018,5,TRANSVERSAL 76 No 131-41,"TRANSVERSAL 76 No 131-41, Bogota d.c., Colombia","(""4° 43' 25.45284'' N"", ""74° 4' 29.66628'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EL EDEN,TERPEL,TRANSVERSAL 76 No 131-41,BIOACEM AL 9%,8580,1,05/03/2018 12:00:00 AM,2018,5,TRANSVERSAL 76 No 131-41,"TRANSVERSAL 76 No 131-41, Bogota d.c., Colombia","(""4° 43' 25.45284'' N"", ""74° 4' 29.66628'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EL EDEN,TERPEL,TRANSVERSAL 76 No 131-41,BIODIESEL EXTRA,8580,1,05/03/2018 12:00:00 AM,2018,5,TRANSVERSAL 76 No 131-41,"TRANSVERSAL 76 No 131-41, Bogota d.c., Colombia","(""4° 43' 25.45284'' N"", ""74° 4' 29.66628'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA TRINIDAD,OCTANO,AVENIDA 1 No. 13-40,BIODIESEL EXTRA,8300,1,05/04/2018 12:00:00 AM,2018,5,AVENIDA 1 No. 13-40,"AVENIDA 1 No. 13-40, Bogota d.c., Colombia","(""4° 37' 34.10328'' N"", ""74° 5' 15.97560'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA TRINIDAD,OCTANO,AVENIDA 1 No. 13-40,BIOACEM AL 9%,8300,1,05/04/2018 12:00:00 AM,2018,5,AVENIDA 1 No. 13-40,"AVENIDA 1 No. 13-40, Bogota d.c., Colombia","(""4° 37' 34.10328'' N"", ""74° 5' 15.97560'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA TRINIDAD,OCTANO,AVENIDA 1 No. 13-40,GASOLINA CORRIENTE OXIGENADA,8796,1,05/04/2018 12:00:00 AM,2018,5,AVENIDA 1 No. 13-40,"AVENIDA 1 No. 13-40, Bogota d.c., Colombia","(""4° 37' 34.10328'' N"", ""74° 5' 15.97560'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO UNION SAN FRANCISCO,ESSO,CARRERA 19D No. 64-80 SUR,BIODIESEL EXTRA,8416,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 19D No. 64-80 SUR,"CARRERA 19D No. 64-80 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO UNION SAN FRANCISCO,ESSO,CARRERA 19D No. 64-80 SUR,BIOACEM AL 9%,8416,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 19D No. 64-80 SUR,"CARRERA 19D No. 64-80 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO UNION SAN FRANCISCO,ESSO,CARRERA 19D No. 64-80 SUR,GASOLINA CORRIENTE OXIGENADA,8944,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 19D No. 64-80 SUR,"CARRERA 19D No. 64-80 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TERPEL AVENIDA DE CALI,TERPEL,Av. Ciudad de Cali No. 13C - 51,BIOACEM AL 9%,8450,1,05/02/2018 12:00:00 AM,2018,5,Av. Ciudad de Cali No. 13C - 51,"Av. Ciudad de Cali No. 13C - 51, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TERPEL AVENIDA DE CALI,TERPEL,Av. Ciudad de Cali No. 13C - 51,GASOLINA CORRIENTE OXIGENADA,8965,1,05/02/2018 12:00:00 AM,2018,5,Av. Ciudad de Cali No. 13C - 51,"Av. Ciudad de Cali No. 13C - 51, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO TERPEL AVENIDA DE CALI,TERPEL,Av. Ciudad de Cali No. 13C - 51,BIODIESEL EXTRA,8450,1,05/02/2018 12:00:00 AM,2018,5,Av. Ciudad de Cali No. 13C - 51,"Av. Ciudad de Cali No. 13C - 51, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO ROCAMAR,BRIO,CARRERA 7 No. 169-65,GASOLINA EXTRA OXIGENADA,11880,1,05/09/2018 12:00:00 AM,2018,5,CARRERA 7 No. 169-65,"CARRERA 7 No. 169-65, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO ROCAMAR,BRIO,CARRERA 7 No. 169-65,BIODIESEL EXTRA,8190,1,05/09/2018 12:00:00 AM,2018,5,CARRERA 7 No. 169-65,"CARRERA 7 No. 169-65, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO ROCAMAR,BRIO,CARRERA 7 No. 169-65,BIOACEM AL 9%,8190,1,05/09/2018 12:00:00 AM,2018,5,CARRERA 7 No. 169-65,"CARRERA 7 No. 169-65, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BRIO ROCAMAR,BRIO,CARRERA 7 No. 169-65,GASOLINA CORRIENTE OXIGENADA,8810,1,05/09/2018 12:00:00 AM,2018,5,CARRERA 7 No. 169-65,"CARRERA 7 No. 169-65, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CLL 122 CON 19,PETROBRAS,Avenida 19 No.122-33,BIODIESEL EXTRA,8140,1,05/02/2018 12:00:00 AM,2018,5,Avenida 19 No.122-33,"Avenida 19 No.122-33, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CLL 122 CON 19,PETROBRAS,Avenida 19 No.122-33,BIOACEM AL 9%,8140,1,05/02/2018 12:00:00 AM,2018,5,Avenida 19 No.122-33,"Avenida 19 No.122-33, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CLL 122 CON 19,PETROBRAS,Avenida 19 No.122-33,GASOLINA CORRIENTE OXIGENADA,8700,1,05/02/2018 12:00:00 AM,2018,5,Avenida 19 No.122-33,"Avenida 19 No.122-33, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CLL 122 CON 19,PETROBRAS,Avenida 19 No.122-33,GASOLINA EXTRA OXIGENADA,11150,1,05/02/2018 12:00:00 AM,2018,5,Avenida 19 No.122-33,"Avenida 19 No.122-33, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO VILLA ALSACIA,BIOMAX,CALLE 12 BIS No. 71G-53,BIOACEM AL 9%,8080,1,05/03/2018 12:00:00 AM,2018,5,CALLE 12 BIS No. 71G-53,"CALLE 12 BIS No. 71G-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO VILLA ALSACIA,BIOMAX,CALLE 12 BIS No. 71G-53,GASOLINA CORRIENTE OXIGENADA,8600,1,05/03/2018 12:00:00 AM,2018,5,CALLE 12 BIS No. 71G-53,"CALLE 12 BIS No. 71G-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO VILLA ALSACIA,BIOMAX,CALLE 12 BIS No. 71G-53,BIODIESEL EXTRA,8080,1,05/03/2018 12:00:00 AM,2018,5,CALLE 12 BIS No. 71G-53,"CALLE 12 BIS No. 71G-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO VILLA ALSACIA,BIOMAX,CALLE 12 BIS No. 71G-53,GASOLINA EXTRA OXIGENADA,12280,1,05/03/2018 12:00:00 AM,2018,5,CALLE 12 BIS No. 71G-53,"CALLE 12 BIS No. 71G-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO HAYUELOS CON AVENIDA CIUDAD DE CALI,TERPEL,CARRERA 86 No. 19 A-50,GASOLINA CORRIENTE OXIGENADA,8699,1,05/07/2018 12:00:00 AM,2018,5,CARRERA 86 No. 19 A-50,"CARRERA 86 No. 19 A-50, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO HAYUELOS CON AVENIDA CIUDAD DE CALI,TERPEL,CARRERA 86 No. 19 A-50,BIODIESEL EXTRA,8250,1,05/07/2018 12:00:00 AM,2018,5,CARRERA 86 No. 19 A-50,"CARRERA 86 No. 19 A-50, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO HAYUELOS CON AVENIDA CIUDAD DE CALI,TERPEL,CARRERA 86 No. 19 A-50,BIOACEM AL 9%,8250,1,05/07/2018 12:00:00 AM,2018,5,CARRERA 86 No. 19 A-50,"CARRERA 86 No. 19 A-50, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CABRERA,PETROBRAS,Carrera 7 No 83 -33,BIODIESEL EXTRA,8750,1,05/08/2018 12:00:00 AM,2018,5,Carrera 7 No 83 -33,"Carrera 7 No 83 -33, Bogota d.c., Colombia","(""4° 34' 34.76928'' N"", ""74° 5' 22.17372'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CABRERA,PETROBRAS,Carrera 7 No 83 -33,BIOACEM AL 9%,8750,1,05/08/2018 12:00:00 AM,2018,5,Carrera 7 No 83 -33,"Carrera 7 No 83 -33, Bogota d.c., Colombia","(""4° 34' 34.76928'' N"", ""74° 5' 22.17372'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CABRERA,PETROBRAS,Carrera 7 No 83 -33,GASOLINA CORRIENTE OXIGENADA,9300,1,05/08/2018 12:00:00 AM,2018,5,Carrera 7 No 83 -33,"Carrera 7 No 83 -33, Bogota d.c., Colombia","(""4° 34' 34.76928'' N"", ""74° 5' 22.17372'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CABRERA,PETROBRAS,Carrera 7 No 83 -33,GASOLINA EXTRA OXIGENADA,12410,1,05/08/2018 12:00:00 AM,2018,5,Carrera 7 No 83 -33,"Carrera 7 No 83 -33, Bogota d.c., Colombia","(""4° 34' 34.76928'' N"", ""74° 5' 22.17372'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,GASOLINA EXTRA OXIGENADA,11290,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,GASOLINA CORRIENTE OXIGENADA,8580,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,BIOACEM AL 9%,7980,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL VILLA CLAUDIA,TERPEL,AVENIDA CARRERA 68 No. 14-21 SUR,BIODIESEL EXTRA,7980,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CARRERA 68 No. 14-21 SUR,"AVENIDA CARRERA 68 No. 14-21 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EXITO NORTE,MOBIL,CALLE 175 No. 22-13,GASOLINA CORRIENTE OXIGENADA,8960,1,05/03/2018 12:00:00 AM,2018,5,CALLE 175 No. 22-13,"CALLE 175 No. 22-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EXITO NORTE,MOBIL,CALLE 175 No. 22-13,BIODIESEL EXTRA,8190,1,05/03/2018 12:00:00 AM,2018,5,CALLE 175 No. 22-13,"CALLE 175 No. 22-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EXITO NORTE,MOBIL,CALLE 175 No. 22-13,BIOACEM AL 9%,8190,1,05/03/2018 12:00:00 AM,2018,5,CALLE 175 No. 22-13,"CALLE 175 No. 22-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO EXITO NORTE,MOBIL,CALLE 175 No. 22-13,GASOLINA EXTRA OXIGENADA,11790,1,05/03/2018 12:00:00 AM,2018,5,CALLE 175 No. 22-13,"CALLE 175 No. 22-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NQS 8,PETROBRAS,CARRERA 30 No. 8-11,BIOACEM AL 9%,7909,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 30 No. 8-11,"CARRERA 30 No. 8-11, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NQS 8,PETROBRAS,CARRERA 30 No. 8-11,GASOLINA CORRIENTE OXIGENADA,8599,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 30 No. 8-11,"CARRERA 30 No. 8-11, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO NQS 8,PETROBRAS,CARRERA 30 No. 8-11,BIODIESEL EXTRA,7909,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 30 No. 8-11,"CARRERA 30 No. 8-11, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BOSA,TERPEL,CARRERA 92 No. 60-90 SUR,BIOACEM AL 9%,8117,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 92 No. 60-90 SUR,"CARRERA 92 No. 60-90 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BOSA,TERPEL,CARRERA 92 No. 60-90 SUR,GASOLINA CORRIENTE OXIGENADA,8830,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 92 No. 60-90 SUR,"CARRERA 92 No. 60-90 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BOSA,TERPEL,CARRERA 92 No. 60-90 SUR,BIODIESEL EXTRA,8117,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 92 No. 60-90 SUR,"CARRERA 92 No. 60-90 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,GASOLINA CORRIENTE OXIGENADA,8690,1,05/02/2018 12:00:00 AM,2018,5,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,BIOACEM AL 9%,8120,1,05/02/2018 12:00:00 AM,2018,5,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,GASOLINA EXTRA OXIGENADA,11290,1,05/02/2018 12:00:00 AM,2018,5,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL EL GANADERO,TERPEL,CALLE 71 BIS SUR No. 17-88,BIODIESEL EXTRA,8120,1,05/02/2018 12:00:00 AM,2018,5,CALLE 71 BIS SUR No. 17-88,"CALLE 71 BIS SUR No. 17-88, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL GARROLLANTAS,TERPEL,AVENIDA 1° Nº 24 - 08,BIOACEM AL 9%,8190,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 1° Nº 24 - 08,"AVENIDA 1° Nº 24 - 08, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL GARROLLANTAS,TERPEL,AVENIDA 1° Nº 24 - 08,GASOLINA CORRIENTE OXIGENADA,8650,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 1° Nº 24 - 08,"AVENIDA 1° Nº 24 - 08, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL GARROLLANTAS,TERPEL,AVENIDA 1° Nº 24 - 08,BIODIESEL EXTRA,8190,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 1° Nº 24 - 08,"AVENIDA 1° Nº 24 - 08, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ TERPEL GARROLLANTAS,TERPEL,AVENIDA 1° Nº 24 - 08,GASOLINA EXTRA OXIGENADA,11290,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 1° Nº 24 - 08,"AVENIDA 1° Nº 24 - 08, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,BIODIESEL EXTRA,8540,1,05/02/2018 12:00:00 AM,2018,5,CALLE 44 No. 64-52,"CALLE 44 No. 64-52, Medellin, Colombia","(""6° 14' 33.77904'' N"", ""75° 33' 54.93204'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,GASOLINA CORRIENTE OXIGENADA,9070,1,05/02/2018 12:00:00 AM,2018,5,CALLE 44 No. 64-52,"CALLE 44 No. 64-52, Medellin, Colombia","(""6° 14' 33.77904'' N"", ""75° 33' 54.93204'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,LUBRITODO EL SITIO CORRECTO SAS,MOBIL,CALLE 44 No. 64-52,GASOLINA EXTRA OXIGENADA,11950,1,05/02/2018 12:00:00 AM,2018,5,CALLE 44 No. 64-52,"CALLE 44 No. 64-52, Medellin, Colombia","(""6° 14' 33.77904'' N"", ""75° 33' 54.93204'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO RIO CON AUTOPISTA SUR SENTIDO SUR,TEXACO,CARRERA 50 No. 23-233,BIODIESEL EXTRA,8190,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 50 No. 23-233,"CARRERA 50 No. 23-233, Medellin, Colombia","(""6° 14' 52.46952'' N"", ""75° 34' 6.68280'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO RIO CON AUTOPISTA SUR SENTIDO SUR,TEXACO,CARRERA 50 No. 23-233,GASOLINA EXTRA OXIGENADA,11200,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 50 No. 23-233,"CARRERA 50 No. 23-233, Medellin, Colombia","(""6° 14' 52.46952'' N"", ""75° 34' 6.68280'' W"")"
