Cod.Departamento,Departamento,Cod.Municipio,Municipio,Agente,Bandera,Direccion,Producto,Precio,Estado,Registro,Periodo,Mes,Direccion_2,Full_Address,Coords
11,BOGOTA D.C.,11001,BOGOTA D.C.,LURIGER SANTA ANA,ESSO,CALLE 11 SUR No. 7-13,BIODIESEL EXTRA,8434,1,05/04/2018 12:00:00 AM,2018,5,CALLE 11 SUR No. 7-13,"CALLE 11 SUR No. 7-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,LURIGER SANTA ANA,ESSO,CALLE 11 SUR No. 7-13,BIOACEM AL 9%,8434,1,05/04/2018 12:00:00 AM,2018,5,CALLE 11 SUR No. 7-13,"CALLE 11 SUR No. 7-13, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO FERROCARRIL,PETROBRAS,CARRERA 72 No. 21-53,GASOLINA EXTRA OXIGENADA,9090,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 72 No. 21-53,"CARRERA 72 No. 21-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO FERROCARRIL,PETROBRAS,CARRERA 72 No. 21-53,BIODIESEL EXTRA,8440,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 72 No. 21-53,"CARRERA 72 No. 21-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO FERROCARRIL,PETROBRAS,CARRERA 72 No. 21-53,BIOACEM AL 9%,8440,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 72 No. 21-53,"CARRERA 72 No. 21-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO FERROCARRIL,PETROBRAS,CARRERA 72 No. 21-53,GASOLINA CORRIENTE OXIGENADA,11990,1,05/02/2018 12:00:00 AM,2018,5,CARRERA 72 No. 21-53,"CARRERA 72 No. 21-53, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CORDOBA 137 A,MOBIL,AVENIDA CALLE 138 No. 53A-01,BIODIESEL EXTRA,8309,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 138 No. 53A-01,"AVENIDA CALLE 138 No. 53A-01, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO CORDOBA 137 A,MOBIL,AVENIDA CALLE 138 No. 53A-01,GASOLINA CORRIENTE OXIGENADA,8879,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 138 No. 53A-01,"AVENIDA CALLE 138 No. 53A-01, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM SAN MIGUEL,TERPEL,CARRERA 55 No. 53 Sur - 50,GASOLINA EXTRA OXIGENADA,11260,1,05/04/2018 12:00:00 AM,2018,5,CARRERA 55 No. 53 Sur - 50,"CARRERA 55 No. 53 Sur - 50, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM SAN MIGUEL,TERPEL,CARRERA 55 No. 53 Sur - 50,BIODIESEL EXTRA,8180,1,05/04/2018 12:00:00 AM,2018,5,CARRERA 55 No. 53 Sur - 50,"CARRERA 55 No. 53 Sur - 50, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO DISTRACOM SAN MIGUEL,TERPEL,CARRERA 55 No. 53 Sur - 50,GASOLINA CORRIENTE OXIGENADA,8650,1,05/04/2018 12:00:00 AM,2018,5,CARRERA 55 No. 53 Sur - 50,"CARRERA 55 No. 53 Sur - 50, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO AV 26,MOBIL,CALLE 26 No. 29 A - 62,BIODIESEL EXTRA,8480,1,05/04/2018 12:00:00 AM,2018,5,CALLE 26 No. 29 A - 62,"CALLE 26 No. 29 A - 62, Bogota d.c., Colombia","(""4° 36' 59.88744'' N"", ""74° 4' 19.91892'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO AV 26,MOBIL,CALLE 26 No. 29 A - 62,GASOLINA CORRIENTE OXIGENADA,9040,1,05/04/2018 12:00:00 AM,2018,5,CALLE 26 No. 29 A - 62,"CALLE 26 No. 29 A - 62, Bogota d.c., Colombia","(""4° 36' 59.88744'' N"", ""74° 4' 19.91892'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO AV 26,MOBIL,CALLE 26 No. 29 A - 62,BIOACEM AL 9%,8480,1,05/04/2018 12:00:00 AM,2018,5,CALLE 26 No. 29 A - 62,"CALLE 26 No. 29 A - 62, Bogota d.c., Colombia","(""4° 36' 59.88744'' N"", ""74° 4' 19.91892'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO AV 26,MOBIL,CALLE 26 No. 29 A - 62,GASOLINA EXTRA OXIGENADA,11990,1,05/04/2018 12:00:00 AM,2018,5,CALLE 26 No. 29 A - 62,"CALLE 26 No. 29 A - 62, Bogota d.c., Colombia","(""4° 36' 59.88744'' N"", ""74° 4' 19.91892'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SAN REMO,TERPEL,AVENIDA CARACAS No. 1C-70,BIODIESEL EXTRA,8116,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 1C-70,"AVENIDA CARACAS No. 1C-70, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SAN REMO,TERPEL,AVENIDA CARACAS No. 1C-70,GASOLINA CORRIENTE OXIGENADA,8578,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 1C-70,"AVENIDA CARACAS No. 1C-70, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO SAN REMO,TERPEL,AVENIDA CARACAS No. 1C-70,BIOACEM AL 9%,8116,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 1C-70,"AVENIDA CARACAS No. 1C-70, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS GRA 10,PETROBRAS,CARRERA 10 NO. 2-48,GASOLINA CORRIENTE OXIGENADA,8470,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 10 NO. 2-48,"CARRERA 10 NO. 2-48, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS GRA 10,PETROBRAS,CARRERA 10 NO. 2-48,GASOLINA EXTRA OXIGENADA,11550,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 10 NO. 2-48,"CARRERA 10 NO. 2-48, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS GRA 10,PETROBRAS,CARRERA 10 NO. 2-48,BIODIESEL EXTRA,7800,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 10 NO. 2-48,"CARRERA 10 NO. 2-48, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS GRA 10,PETROBRAS,CARRERA 10 NO. 2-48,BIOACEM AL 9%,7800,1,05/03/2018 12:00:00 AM,2018,5,CARRERA 10 NO. 2-48,"CARRERA 10 NO. 2-48, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,BIOACEM AL 9%,8264,1,05/02/2018 12:00:00 AM,2018,5,Avenida Carrera 30 No 2 - 38,"Avenida Carrera 30 No 2 - 38, Bogota d.c., Colombia","(""4° 35' 53.57148'' N"", ""74° 6' 25.41852'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,GASOLINA CORRIENTE OXIGENADA,9008,1,05/02/2018 12:00:00 AM,2018,5,Avenida Carrera 30 No 2 - 38,"Avenida Carrera 30 No 2 - 38, Bogota d.c., Colombia","(""4° 35' 53.57148'' N"", ""74° 6' 25.41852'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,SERVICENTRO ESSO SANTA ISABEL,MOBIL,Avenida Carrera 30 # 2 - 38,BIODIESEL EXTRA,8264,1,05/02/2018 12:00:00 AM,2018,5,Avenida Carrera 30 No 2 - 38,"Avenida Carrera 30 No 2 - 38, Bogota d.c., Colombia","(""4° 35' 53.57148'' N"", ""74° 6' 25.41852'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,METROPOLIS,MOBIL,Avenida Calle 68 No.63-30,GASOLINA CORRIENTE OXIGENADA,8945,1,05/03/2018 12:00:00 AM,2018,5,Avenida Calle 68 No.63-30,"Avenida Calle 68 No.63-30, Bogota d.c., Colombia","(""4° 40' 26.73804'' N"", ""74° 2' 53.81556'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,METROPOLIS,MOBIL,Avenida Calle 68 No.63-30,BIODIESEL EXTRA,8244,1,05/03/2018 12:00:00 AM,2018,5,Avenida Calle 68 No.63-30,"Avenida Calle 68 No.63-30, Bogota d.c., Colombia","(""4° 40' 26.73804'' N"", ""74° 2' 53.81556'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,METROPOLIS,MOBIL,Avenida Calle 68 No.63-30,BIOACEM AL 9%,8244,1,05/03/2018 12:00:00 AM,2018,5,Avenida Calle 68 No.63-30,"Avenida Calle 68 No.63-30, Bogota d.c., Colombia","(""4° 40' 26.73804'' N"", ""74° 2' 53.81556'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS NORMANDIA,PETROBRAS,AVENIDA 72 No. 54A-24,BIODIESEL EXTRA,7790,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 72 No. 54A-24,"AVENIDA 72 No. 54A-24, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS NORMANDIA,PETROBRAS,AVENIDA 72 No. 54A-24,GASOLINA CORRIENTE OXIGENADA,8525,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 72 No. 54A-24,"AVENIDA 72 No. 54A-24, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS EGAS NORMANDIA,PETROBRAS,AVENIDA 72 No. 54A-24,BIOACEM AL 9%,7790,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA 72 No. 54A-24,"AVENIDA 72 No. 54A-24, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BUENAVISTA JEV,ZEUSS,CALLE 3 SUR No. 12B -18,BIODIESEL EXTRA,8249,1,05/05/2018 12:00:00 AM,2018,5,CALLE 3 SUR No. 12B -18,"CALLE 3 SUR No. 12B -18, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BUENAVISTA JEV,ZEUSS,CALLE 3 SUR No. 12B -18,GASOLINA CORRIENTE OXIGENADA,8755,1,05/05/2018 12:00:00 AM,2018,5,CALLE 3 SUR No. 12B -18,"CALLE 3 SUR No. 12B -18, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO BUENAVISTA JEV,ZEUSS,CALLE 3 SUR No. 12B -18,BIOACEM AL 9%,8249,1,05/05/2018 12:00:00 AM,2018,5,CALLE 3 SUR No. 12B -18,"CALLE 3 SUR No. 12B -18, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LOS CASTILLOS ERCA,TEXACO,AVENIDA CARACAS No. 48-11 SUR,BIOACEM AL 9%,8070,1,05/05/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 48-11 SUR,"AVENIDA CARACAS No. 48-11 SUR, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LOS CASTILLOS ERCA,TEXACO,AVENIDA CARACAS No. 48-11 SUR,GASOLINA CORRIENTE OXIGENADA,8799,1,05/05/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 48-11 SUR,"AVENIDA CARACAS No. 48-11 SUR, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION LOS CASTILLOS ERCA,TEXACO,AVENIDA CARACAS No. 48-11 SUR,BIODIESEL EXTRA,8070,1,05/05/2018 12:00:00 AM,2018,5,AVENIDA CARACAS No. 48-11 SUR,"AVENIDA CARACAS No. 48-11 SUR, Bogota d.c., Colombia","(""4° 33' 19.15992'' N"", ""74° 7' 16.77216'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,AUTOCENTRO LA PALMA 2,TERPEL,CALLE 28 No 80A-32,GASOLINA EXTRA OXIGENADA,11790,1,05/03/2018 12:00:00 AM,2018,5,CALLE 28 No 80A-32,"CALLE 28 No 80A-32, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,AUTOCENTRO LA PALMA 2,TERPEL,CALLE 28 No 80A-32,GASOLINA CORRIENTE OXIGENADA,8910,1,05/03/2018 12:00:00 AM,2018,5,CALLE 28 No 80A-32,"CALLE 28 No 80A-32, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,AUTOCENTRO LA PALMA 2,TERPEL,CALLE 28 No 80A-32,BIODIESEL EXTRA,8480,1,05/03/2018 12:00:00 AM,2018,5,CALLE 28 No 80A-32,"CALLE 28 No 80A-32, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,TERMINAL ZONAL PORVENIR,PETROBRAS,CALLE 49 SUR No. 89B-31,BIODIESEL EXTRA,7337,1,05/02/2018 12:00:00 AM,2018,5,CALLE 49 SUR No. 89B-31,"CALLE 49 SUR No. 89B-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,TERMINAL ZONAL PORVENIR,PETROBRAS,CALLE 49 SUR No. 89B-31,BIOACEM AL 9%,7337,1,05/02/2018 12:00:00 AM,2018,5,CALLE 49 SUR No. 89B-31,"CALLE 49 SUR No. 89B-31, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MILENIUM GAS KENNEDY,MOBIL,AVENIDA CALLE 43 SUR No. 78N-05,BIODIESEL EXTRA,8070,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 43 SUR No. 78N-05,"AVENIDA CALLE 43 SUR No. 78N-05, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MILENIUM GAS KENNEDY,MOBIL,AVENIDA CALLE 43 SUR No. 78N-05,BIOACEM AL 9%,8070,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 43 SUR No. 78N-05,"AVENIDA CALLE 43 SUR No. 78N-05, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MILENIUM GAS KENNEDY,MOBIL,AVENIDA CALLE 43 SUR No. 78N-05,GASOLINA CORRIENTE OXIGENADA,8750,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 43 SUR No. 78N-05,"AVENIDA CALLE 43 SUR No. 78N-05, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO MILENIUM GAS KENNEDY,MOBIL,AVENIDA CALLE 43 SUR No. 78N-05,GASOLINA EXTRA OXIGENADA,12130,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 43 SUR No. 78N-05,"AVENIDA CALLE 43 SUR No. 78N-05, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL AVENIDA BOYACA SUR,TERPEL,AVENIDA CALLE 71 SUR No. 3 I-40,BIOACEM AL 9%,8120,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 71 SUR No. 3 I-40,"AVENIDA CALLE 71 SUR No. 3 I-40, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL AVENIDA BOYACA SUR,TERPEL,AVENIDA CALLE 71 SUR No. 3 I-40,GASOLINA CORRIENTE OXIGENADA,8690,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 71 SUR No. 3 I-40,"AVENIDA CALLE 71 SUR No. 3 I-40, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,EDS TERPEL AVENIDA BOYACA SUR,TERPEL,AVENIDA CALLE 71 SUR No. 3 I-40,BIODIESEL EXTRA,8120,1,05/02/2018 12:00:00 AM,2018,5,AVENIDA CALLE 71 SUR No. 3 I-40,"AVENIDA CALLE 71 SUR No. 3 I-40, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EDS ARABAR AVENIDA CHILE,TEXACO,Calle 72 No.22-67,GASOLINA EXTRA OXIGENADA,11927,1,05/02/2018 12:00:00 AM,2018,5,Calle 72 No.22-67,"Calle 72 No.22-67, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EDS ARABAR AVENIDA CHILE,TEXACO,Calle 72 No.22-67,BIODIESEL EXTRA,8605,1,05/02/2018 12:00:00 AM,2018,5,Calle 72 No.22-67,"Calle 72 No.22-67, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EDS ARABAR AVENIDA CHILE,TEXACO,Calle 72 No.22-67,BIOACEM AL 9%,8605,1,05/02/2018 12:00:00 AM,2018,5,Calle 72 No.22-67,"Calle 72 No.22-67, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO AUTOMOTRIZ EDS ARABAR AVENIDA CHILE,TEXACO,Calle 72 No.22-67,GASOLINA CORRIENTE OXIGENADA,9098,1,05/02/2018 12:00:00 AM,2018,5,Calle 72 No.22-67,"Calle 72 No.22-67, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,BIOACEM AL 9%,8400,1,05/02/2018 12:00:00 AM,2018,5,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,GASOLINA CORRIENTE OXIGENADA,8890,1,05/02/2018 12:00:00 AM,2018,5,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,BIODIESEL EXTRA,8400,1,05/02/2018 12:00:00 AM,2018,5,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION CALLE 13,TEXACO,CALLE 13 No. 32-08,GASOLINA EXTRA OXIGENADA,11500,1,05/02/2018 12:00:00 AM,2018,5,CALLE 13 No. 32-08,"CALLE 13 No. 32-08, Bogota d.c., Colombia","(""4° 36' 19.23336'' N"", ""74° 7' 4.70064'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ZULY,TERPEL,Transversal 51 A No.67B - 246,GASOLINA EXTRA OXIGENADA,11340,1,05/01/2018 12:00:00 AM,2018,5,Transversal 51 A No.67B - 246,"Transversal 51 A No.67B - 246, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ZULY,TERPEL,Transversal 51 A No.67B - 246,BIODIESEL EXTRA,8145,1,05/01/2018 12:00:00 AM,2018,5,Transversal 51 A No.67B - 246,"Transversal 51 A No.67B - 246, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
5,ANTIOQUIA,5001,MEDELLIN,ESTACION DE SERVICIO ZULY,TERPEL,Transversal 51 A No.67B - 246,GASOLINA CORRIENTE OXIGENADA,8665,1,05/01/2018 12:00:00 AM,2018,5,Transversal 51 A No.67B - 246,"Transversal 51 A No.67B - 246, Medellin, Colombia","(""6° 15' 6.62400'' N"", ""75° 33' 48.92400'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALDICOM 127,BIOMAX,CARRERA 7 No. 126A-58,BIODIESEL EXTRA,8320,1,05/01/2018 12:00:00 AM,2018,5,CARRERA 7 No. 126A-58,"CARRERA 7 No. 126A-58, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALDICOM 127,BIOMAX,CARRERA 7 No. 126A-58,GASOLINA CORRIENTE OXIGENADA,9090,1,05/01/2018 12:00:00 AM,2018,5,CARRERA 7 No. 126A-58,"CARRERA 7 No. 126A-58, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALDICOM 127,BIOMAX,CARRERA 7 No. 126A-58,GASOLINA EXTRA OXIGENADA,12090,1,05/01/2018 12:00:00 AM,2018,5,CARRERA 7 No. 126A-58,"CARRERA 7 No. 126A-58, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,TRANSVERSAL 6B ESTE 40A 35 SUR,BIODIESEL EXTRA,8232,1,05/02/2018 12:00:00 AM,2018,5,TRANSVERSAL 6B ESTE 40A 35 SUR,"TRANSVERSAL 6B ESTE 40A 35 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,TRANSVERSAL 6B ESTE 40A 35 SUR,GASOLINA CORRIENTE OXIGENADA,8815,1,05/02/2018 12:00:00 AM,2018,5,TRANSVERSAL 6B ESTE 40A 35 SUR,"TRANSVERSAL 6B ESTE 40A 35 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO LA HERRADURA,TERPEL,TRANSVERSAL 6B ESTE 40A 35 SUR,BIOACEM AL 9%,8232,1,05/02/2018 12:00:00 AM,2018,5,TRANSVERSAL 6B ESTE 40A 35 SUR,"TRANSVERSAL 6B ESTE 40A 35 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,GASOLINA CORRIENTE OXIGENADA,8719,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,BIOACEM AL 9%,8229,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
11,BOGOTA D.C.,11001,BOGOTA D.C.,ESTACION DE SERVICIO ALQUERIA,TERPEL,AVENIDA 68 No. 38 B-18 SUR,BIODIESEL EXTRA,8229,1,05/03/2018 12:00:00 AM,2018,5,AVENIDA 68 No. 38 B-18 SUR,"AVENIDA 68 No. 38 B-18 SUR, Bogota d.c., Colombia","(""4° 15' 0.00000'' N"", ""74° 10' 59.98800'' W"")"
